Id,SalePrice
1659,119859.84523493415
1660,154005.76637852093
1661,462315.0956145841
1662,395639.21734952164
1663,389184.63079210493
1664,492333.91202275944
1665,309609.91346589493
1666,319751.6412517564
1667,385716.63168889505
1668,344183.8676491652
1669,296784.2510302029
1670,347146.0944655901
1671,261309.20269226367
1672,438798.2054502186
1673,290854.8105554125
1674,241760.3936665695
1675,196657.93873490804
1676,195026.54307240056
1677,222168.1372329007
1678,467616.97116219916
1679,386586.8322187478
1680,346322.41307920887
1681,249776.07981807762
1682,300359.58096913696
1683,181471.48857802383
1684,172095.48556180033
1685,172461.01901448186
1686,168056.50109446244
1687,167023.6496895054
1688,192129.48574379948
1689,193557.32224163198
1690,193334.61374304164
1691,181521.93271279676
1692,260215.44804132325
1693,165248.003747616
1694,181032.97253387264
1695,162365.49980099825
1696,269024.3777612049
1697,167413.9648139273
1698,355384.7648126068
1699,317367.69211539347
1700,253493.29404232808
1701,267777.4551181328
1702,247279.89782600623
1703,244310.0159579031
1704,278834.7893067713
1705,234799.71865939128
1706,429062.0532723102
1707,214927.32022025212
1708,205082.41807229078
1709,269483.85592204926
1710,220301.8447245343
1711,265785.83335712436
1712,259879.93469435407
1713,273357.5806873184
1714,222120.73852289282
1715,205530.34680649536
1716,183243.84277753392
1717,170533.952178648
1718,134278.49752983823
1719,201146.62265769046
1720,239779.91020348063
1721,164146.6549494295
1722,125656.61454085544
1723,154411.3620140923
1724,208074.81180293532
1725,238252.17342357268
1726,187743.67373789326
1727,157280.2205687051
1728,175312.21971996137
1729,168357.05811196452
1730,156301.8308131547
1731,122271.66348432176
1732,126949.06276112008
1733,115441.39882947557
1734,122410.06171990705
1735,128258.2557557381
1736,112757.24703751621
1737,290638.2467281566
1738,237299.55162710723
1739,262842.75518403423
1740,223760.74308042577
1741,195187.77320561046
1742,174132.4493381859
1743,176621.60351618676
1744,316374.71159645374
1745,224375.9583309464
1746,178708.64084920636
1747,210893.56272948545
1748,226142.1605986731
1749,148533.41635093905
1750,125468.73560386755
1751,243876.9661259464
1752,118034.02584445965
1753,150616.5679470745
1754,188262.40382222418
1755,169271.09604839067
1756,127083.00644986627
1757,121274.78022875497
1758,144365.39835380725
1759,159858.57042825487
1760,167165.70214258984
1761,143478.77996122424
1762,179969.62366576807
1763,174727.81016575466
1764,114179.15382312416
1765,166287.93599255563
1766,185125.06234391892
1767,224409.40824507448
1768,143892.97685716525
1769,172490.83281307062
1770,150055.6280386211
1771,121481.68568756653
1772,132761.01428261338
1773,126468.23857669413
1774,138172.8047626665
1775,139072.51838248072
1776,124496.57659702965
1777,115348.00965546115
1778,140494.51123173742
1779,119808.11978960794
1780,174295.2347199914
1781,129092.1071227109
1782,86348.5139326193
1783,141972.97499164782
1784,105516.6642124746
1785,123650.61719200612
1786,134587.23500982393
1787,165508.29010234433
1788,55568.284070367554
1789,95383.73454669275
1790,76993.69792680498
1791,182475.8735181216
1792,162677.2851357817
1793,130685.03189748818
1794,150368.29977739212
1795,135408.2255811313
1796,117941.17811690706
1797,113105.7777553361
1798,122589.03511300769
1799,107811.53470312657
1800,130547.45792733588
1801,129675.82009583834
1802,128261.21506934246
1803,148118.67979444147
1804,143448.57771658187
1805,136743.73578299448
1806,123582.27608474538
1807,128995.16164308978
1808,120158.48449346598
1809,122689.17769949141
1810,137887.33370611817
1811,99552.89264224807
1812,99128.36086368014
1813,122397.6545352727
1814,97715.14456726731
1815,54529.28904585603
1816,99571.4688797245
1817,108754.44710362396
1818,146194.59307159804
1819,124165.43738409609
1820,55460.3869177601
1821,114505.82306785724
1822,148058.82654009358
1823,45098.517531599646
1824,133073.20431565715
1825,133108.88617611778
1826,102970.26178060145
1827,102168.86016867748
1828,134446.7489487458
1829,115301.85369916265
1830,142588.03362443598
1831,143405.97401920948
1832,76253.76419415556
1833,138533.83797807575
1834,116887.91696473138
1835,119391.00176577648
1836,124943.32574022
1837,91181.72948692442
1838,124672.2346800614
1839,96153.83957813693
1840,145839.253081638
1841,136540.53159627202
1842,84845.7148350093
1843,126649.5925627564
1844,134156.47718027403
1845,136889.66510711712
1846,154646.06655011035
1847,162233.10056554485
1848,53265.55054315628
1849,115027.86099315908
1850,116906.51700868494
1851,155598.96098438656
1852,124974.79365996923
1853,131129.79676672356
1854,169392.5366171914
1855,151925.1404754432
1856,222307.00306950463
1857,155210.1210665942
1858,140085.58510469054
1859,116843.58022605833
1860,148384.45378548637
1861,116957.0218502236
1862,295315.3428085931
1863,281399.45513289596
1864,281529.9384504664
1865,331280.6336419517
1866,332149.580494517
1867,230092.55405661467
1868,302068.212777749
1869,203527.61022885397
1870,227952.47163730167
1871,242556.16564899497
1872,171042.03415444738
1873,241053.88934878443
1874,146255.3433242483
1875,198685.46474383745
1876,197265.05048181652
1877,212445.08994673195
1878,202986.64577210313
1879,128965.80074766668
1880,134676.89576520608
1881,244297.93028771048
1882,249976.2928524212
1883,189300.38848185708
1884,206746.7202218754
1885,238825.4473357811
1886,288511.5666584082
1887,212219.49866282358
1888,267582.72896609467
1889,165386.83533596952
1890,118887.6472175119
1891,131069.33145631755
1892,99806.13389696302
1893,129737.37625660363
1894,127169.59939579474
1895,133222.74641875035
1896,125930.2081597865
1897,114085.86883485742
1898,112352.49689144138
1899,158233.46851786078
1900,149212.52909619853
1901,174694.56086025055
1902,149560.3789500182
1903,214761.7824819631
1904,140227.54919035322
1905,201682.15015121805
1906,162417.13673070673
1907,211109.14785955814
1908,109869.22970441935
1909,132235.550393873
1910,118836.42699411421
1911,220155.1025632465
1912,329030.5711696753
1913,146275.58483127673
1914,59095.40409395323
1915,317423.0005366429
1916,67340.57421785875
1917,247011.80972279375
1918,140314.42125430141
1919,175675.14946512046
1920,150900.52191752585
1921,412681.90014205704
1922,312329.71810338204
1923,230792.1513106125
1924,224523.3374744664
1925,197272.21162127412
1926,393724.4177479285
1927,132461.63470137672
1928,156902.82876109335
1929,124310.22190375863
1930,128848.4285385953
1931,142621.52025772142
1932,139583.8056463187
1933,177691.07196377259
1934,181460.43917548735
1935,171966.54153512162
1936,187130.5287792639
1937,183527.43207459798
1938,174252.92124850547
1939,241344.0794618293
1940,192173.66950020715
1941,169577.94514604934
1942,184437.61676630675
1943,208135.49588429419
1944,353616.8221065728
1945,398458.12441823666
1946,139828.3412012964
1947,309136.19685984973
1948,174810.40695180214
1949,248624.12969659187
1950,184994.64957692174
1951,248819.92372485434
1952,211080.7096837383
1953,170960.09962822596
1954,181273.7744691862
1955,135220.22930545162
1956,306155.308594455
1957,152794.24717190466
1958,302303.42449424206
1959,141660.217237717
1960,114720.97408153173
1961,119453.94583388853
1962,97256.14885589293
1963,105883.62889875648
1964,107728.78360766759
1965,142931.90836394866
1966,139717.3457317356
1967,290415.2160582834
1968,431976.4689622923
1969,386455.9469672645
1970,420142.8556079944
1971,445124.6095518548
1972,381049.80086929124
1973,266212.3775938664
1974,322558.8264205153
1975,524096.9284987806
1976,267476.415554793
1977,358962.31312619196
1978,349144.9926916766
1979,328603.1115957842
1980,202434.01893536083
1981,351398.2931966531
1982,218848.3942981242
1983,201499.45066251085
1984,169143.6887090811
1985,217549.52545107185
1986,209543.76152116022
1987,177522.98885548653
1988,176740.11122352103
1989,194244.48845063068
1990,213661.20793220313
1991,236463.36967675094
1992,215546.08148170263
1993,167485.01503798243
1994,231249.50207305135
1995,184226.6748918736
1996,250259.3066862086
1997,310571.5553858351
1998,329965.20790848054
1999,269872.64918584115
2000,323169.3597519181
2001,274749.4616768171
2002,241364.09581986596
2003,255423.34494824
2004,280508.63692291285
2005,219293.73181789764
2006,223034.90720821897
2007,249331.90394806606
2008,219500.17182075346
2009,193677.22032371094
2010,193116.66947011635
2011,138751.12088777495
2012,173076.82756145168
2013,180878.50924957008
2014,186233.48768918187
2015,204461.08483101166
2016,193530.9358646573
2017,196140.78293250006
2018,118934.20130557833
2019,133116.10243173948
2020,105557.56069604219
2021,103134.16047073944
2022,181936.3971826731
2023,141737.94081923188
2024,266907.48709768313
2025,349500.03727759153
2026,172234.737800006
2027,157860.0659993008
2028,151033.65082754675
2029,167433.03937899784
2030,270089.8822095446
2031,236080.28960592824
2032,252317.64744207525
2033,259620.95361072937
2034,170926.53080006439
2035,216361.8779846896
2036,196366.64042200986
2037,206886.26824611193
2038,309725.84279946925
2039,223749.6693442003
2040,285833.97199091385
2041,296751.8543281954
2042,209266.63075912598
2043,176052.83238590098
2044,171359.4836548932
2045,210598.42805740287
2046,146270.5172515431
2047,146874.4736802779
2048,138625.91682131318
2049,141323.1654146824
2050,175810.92260536138
2051,105673.18168597778
2052,123575.03580290408
2053,148229.16684370456
2054,87377.20467902196
2055,160133.38875609764
2056,141610.29520525577
2057,113871.67848495662
2058,223151.57923400856
2059,130736.84598488746
2060,174048.7617181837
2061,174468.49242918543
2062,130326.08106531895
2063,115613.67947027044
2064,140953.86181887402
2065,120050.4371369307
2066,158810.97072130244
2067,111592.65343960584
2068,143507.79429961398
2069,87565.633224481
2070,114564.6281970853
2071,93033.01021500592
2072,131367.05438502316
2073,134951.79929603118
2074,186160.87193927768
2075,144885.64814736342
2076,119669.08600569918
2077,156333.40135366409
2078,128020.10764214737
2079,132903.23424560466
2080,118304.65022366209
2081,126569.81937685491
2082,126155.09984137297
2083,146569.62662055157
2084,108254.35610869696
2085,118344.22855590479
2086,107220.48900207828
2087,121454.44236762526
2088,96270.95228615067
2089,77524.47828074587
2090,125329.83890504253
2091,114212.64510325252
2092,127009.01301732978
2093,115270.49364578551
2094,109528.17740394926
2095,148452.4195936746
2096,79812.73901978983
2097,96022.70006231556
2098,146435.14623637596
2099,52945.13495223482
2100,72478.19826397701
2101,115501.31514760411
2102,123550.26218944516
2103,103474.10296088223
2104,135542.47731196653
2105,125310.1703011869
2106,60442.66467380988
2107,196120.1504550677
2108,116434.03765741564
2109,109976.08014141614
2110,135929.38984557116
2111,137942.0528870567
2112,138336.949478997
2113,124507.93698810057
2114,118693.90478716476
2115,165058.60221055674
2116,118478.55655906314
2117,149643.7595892655
2118,125796.31297515123
2119,113337.03625854205
2120,110842.09587196179
2121,88336.93619752089
2122,115903.92000499759
2123,86108.06852146167
2124,159131.51121999402
2125,124177.01988851636
2126,146831.7220009094
2127,157494.56765943597
2128,124471.70507614917
2129,91552.95110348973
2130,136293.6629495801
2131,136453.3993253793
2132,115793.31763730927
2133,125046.97878934444
2134,119763.26935810116
2135,93566.50840734685
2136,76839.77229023204
2137,111067.054582225
2138,133947.77373171135
2139,152411.97527218316
2140,140965.3485896132
2141,148691.67652571283
2142,127272.69518331434
2143,151627.44592159905
2144,124539.38504211299
2145,137023.6887138357
2146,162431.98327786825
2147,141556.2029647618
2148,134027.92505264733
2149,150716.36216079132
2150,222272.072504269
2151,112878.18378675933
2152,180758.34901891422
2153,162160.06134724148
2154,110561.00801799327
2155,141165.5414827053
2156,274849.15910393064
2157,231342.94911470657
2158,237459.37705686578
2159,209177.18162991406
2160,176707.01943061332
2161,238325.8855204285
2162,386583.76755065005
2163,359106.56034090323
2164,241367.54605487923
2165,196035.99119278195
2166,153514.35952375815
2167,215249.96710798913
2168,199119.62750718632
2169,196460.57081205753
2170,219641.66336610075
2171,153317.75916857552
2172,131913.3603986181
2173,168289.67263562814
2174,228397.48809646902
2175,291108.02979036677
2176,310718.4346620716
2177,238914.5767910985
2178,211990.26637598008
2179,139592.6965918726
2180,211537.86168831942
2181,192737.7930790701
2182,222067.14826319664
2183,189767.9881984004
2184,122073.17794081909
2185,119671.07623795568
2186,146882.5346393376
2187,154189.73688036294
2188,153182.39427254198
2189,291009.7946749144
2190,81857.47421235844
2191,81282.8354449381
2192,92079.8925604393
2193,108908.41924738398
2194,102877.10415354799
2195,110031.56329567161
2196,97197.0236771675
2197,119952.98187551285
2198,158411.84779303227
2199,174625.06632207078
2200,148881.08015498155
2201,143153.08544607868
2202,215995.01513758983
2203,135617.40580251423
2204,184401.9049431622
2205,117709.09046030493
2206,139733.83763215644
2207,220774.5337971677
2208,257379.23465410425
2209,247195.47469000184
2210,120101.5234266323
2211,114776.2430607413
2212,120645.74726798446
2213,106355.89074387861
2214,138702.2483489795
2215,99146.06134530122
2216,146973.05908783345
2217,65410.841849627395
2218,72385.15084735324
2219,66850.91912492702
2220,71844.20828514743
2221,322356.17497865943
2222,274678.0058314431
2223,290260.20289518475
2224,208064.63791767188
2225,119026.9851623313
2226,186963.93371851614
2227,200298.6322213317
2228,259908.86401825765
2229,254808.38095995365
2230,150268.4060848849
2231,212714.47114783185
2232,180940.7533503869
2233,181393.21722761446
2234,241252.84199387924
2235,224482.97965648677
2236,262494.0375680189
2237,330993.60298188915
2238,192848.6072211033
2239,109160.38352176381
2240,156945.03425402372
2241,162770.51139484564
2242,125606.37773792233
2243,128043.79327346772
2244,103320.85416310455
2245,98405.90933644485
2246,143239.093044612
2247,110565.61278744682
2248,121736.28672758321
2249,119853.1216609093
2250,129860.38912936182
2251,96901.73576599843
2252,176926.36959851143
2253,150355.93880346153
2254,177037.68488303156
2255,187941.0548106562
2256,178764.2203654464
2257,207379.32141495304
2258,160200.56292662438
2259,176945.4433292618
2260,156736.7997190156
2261,184050.74173434178
2262,207233.37334179273
2263,376024.5240523956
2264,505166.0015046867
2265,172796.42977957032
2266,293878.879836313
2267,376989.30933499173
2268,416878.8848179891
2269,149017.0456639803
2270,194487.4805654447
2271,216539.73359407857
2272,193865.72135380376
2273,164403.85670387873
2274,180898.55141208533
2275,160332.21961447806
2276,193106.64063772102
2277,183785.10353757025
2278,150089.10371917207
2279,125024.11061996485
2280,118383.26924214493
2281,172072.9272486212
2282,189199.4554087641
2283,105239.29180237805
2284,112350.3937432994
2285,139722.92695787843
2286,124918.6056522286
2287,355102.8290380315
2288,271575.02628994
2289,376650.7465528805
2290,448003.6145339848
2291,327865.45186566806
2292,437327.2050202945
2293,480651.71505422296
2294,404674.7099120152
2295,483579.3411958565
2296,287617.9163446898
2297,331181.73498375085
2298,337294.47573641647
2299,371677.1432945444
2300,337864.93333771755
2301,304411.5708831733
2302,244931.4516069724
2303,237876.26342169518
2304,242864.70393166473
2305,196590.55418913675
2306,192297.98873978332
2307,199669.33776881619
2308,223085.93762291103
2309,283233.0872746323
2310,207727.554486009
2311,199348.46880098298
2312,172947.36828216922
2313,173852.66593106484
2314,171831.7495317727
2315,178297.48453362635
2316,191957.45055152054
2317,190534.46292778454
2318,181871.797321591
2319,182809.30362301576
2320,184771.8625030989
2321,229989.52584930556
2322,179793.50858212088
2323,185947.1355979802
2324,172722.66245442093
2325,215819.61303290975
2326,171190.4756069007
2327,205592.9339447994
2328,224649.3508912942
2329,188948.30922953872
2330,179122.92878829158
2331,355260.75084538345
2332,391370.24660634075
2333,318454.61872601067
2334,254961.95345433592
2335,276039.5029047693
2336,324140.0330341544
2337,200569.00863040768
2338,268728.3401466035
2339,216334.81586493854
2340,409950.310918796
2341,215570.9377212011
2342,231910.52972466615
2343,224107.7303319951
2344,217027.25334177612
2345,232695.54517867832
2346,211766.86973283486
2347,199374.443601804
2348,241810.56192405088
2349,176724.96708159693
2350,309381.1017990257
2351,261736.78982289013
2352,256452.96289799365
2353,250835.1208643408
2354,136340.76127832007
2355,144130.7038738594
2356,152914.6971532485
2357,189626.8939634383
2358,199470.3470653983
2359,129982.84015993863
2360,116903.47349137983
2361,145521.24556042752
2362,276404.64664517663
2363,137319.72646059035
2364,155964.13480407555
2365,218844.04274163058
2366,190049.99468118494
2367,222396.1755406359
2368,215561.67487355045
2369,219083.44575407845
2370,166927.62596953457
2371,168206.8198564174
2372,195432.54797863495
2373,278986.0531902371
2374,313791.3862835913
2375,245955.53762468218
2376,282089.7821104804
2377,348731.16317331913
2378,144214.2389079943
2379,202259.9728162068
2380,151390.01492619584
2381,170580.71854779928
2382,203250.53364899082
2383,204787.1699932791
2384,245874.95754591894
2385,162442.21542876915
2386,135169.15127625188
2387,136588.0712905327
2388,101709.15755244493
2389,120848.3999316061
2390,147751.91390983466
2391,144411.90530254197
2392,114368.90096497383
2393,167163.5249764123
2394,140515.56729824713
2395,211444.18129802344
2396,140571.81324032607
2397,222508.38430659834
2398,134507.54952560284
2399,60749.935174181526
2400,58456.61356253091
2401,116716.99959508482
2402,139704.83054447017
2403,140544.05447807233
2404,151511.34887206313
2405,161837.9946800545
2406,141640.08266477517
2407,127544.73364637712
2408,145986.52334944293
2409,120069.78214585918
2410,166326.82553291315
2411,115893.41956796392
2412,157944.10274177254
2413,129572.39160996664
2414,149291.89513754495
2415,131575.883724392
2416,126511.4741050169
2417,131890.5280693908
2418,131849.84375401965
2419,127799.78321601935
2420,124352.35383432933
2421,150866.22827115265
2422,106295.05593138064
2423,124084.30230891936
2424,154192.36427173906
2425,208408.1399540368
2426,136304.05434776863
2427,134698.24576644794
2428,174011.26706890197
2429,113896.87107491988
2430,131760.63675463205
2431,109314.74820570397
2432,146309.7739813057
2433,144601.94101263228
2434,138249.65228174347
2435,153788.7700959159
2436,106011.53507091133
2437,107319.96403796319
2438,123739.04593262853
2439,105770.88074454703
2440,119158.17045583719
2441,95043.99892037369
2442,97720.07668008584
2443,124069.51800900194
2444,128970.29192230535
2445,89791.45916644561
2446,136304.26132884613
2447,177345.08155246972
2448,127107.33367342233
2449,110227.92313578966
2450,149679.34534150758
2451,123064.5719976135
2452,195491.7462412726
2453,92545.97769419242
2454,123977.81531924983
2455,123968.42764564684
2456,139411.3346817258
2457,136158.80987325194
2458,127484.7842024011
2459,111656.69965894855
2460,139485.26915835417
2461,122584.52862527018
2462,138181.22410901406
2463,124395.48812882171
2464,174414.67279293085
2465,144450.80717299922
2466,118685.13460212061
2467,127095.80259997385
2468,81321.01955299776
2469,81103.18069505919
2470,192832.67221533362
2471,210676.52988150367
2472,162868.2651669814
2473,117043.56344564786
2474,76868.05670240356
2475,215336.76769676642
2476,115499.61723650964
2477,129681.02539648254
2478,156958.17281594916
2479,103208.8341578054
2480,155278.63654430042
2481,121759.43434356517
2482,126644.31352030455
2483,111275.93632481238
2484,123927.08877433666
2485,124675.97684313149
2486,154492.47026433612
2487,176495.99267979182
2488,159322.90251556534
2489,151344.22063759237
2490,148559.57533360072
2491,95649.65296260364
2492,190236.2743468374
2493,148168.49384260684
2494,154604.8596019667
2495,90532.69098722491
2496,244447.08157996173
2497,154545.95100120822
2498,107859.60065782664
2499,91723.78558618727
2500,125277.40847810806
2501,141402.49969273855
2502,146309.3562699653
2503,99251.05465641744
2504,194476.47363372878
2505,226833.03089809456
2506,255159.2508553341
2507,291352.37579419086
2508,255839.14155294796
2509,215629.79065097476
2510,214522.31579184398
2511,175533.05103828473
2512,204505.60022619236
2513,221568.29045854532
2514,259251.6197873317
2515,149773.11484408716
2516,172703.55581207015
2517,143751.50650326535
2518,152626.0604343345
2519,226481.14998965067
2520,217206.71185520437
2521,188484.59055906662
2522,225530.5842022741
2523,121203.89931106681
2524,139179.59037216913
2525,149974.48717393688
2526,137506.522967091
2527,113308.96523988812
2528,130277.7587749356
2529,130605.77308039617
2530,120881.57813599739
2531,248335.13729104464
2532,227159.38652990988
2533,197352.08369669633
2534,225589.22877703077
2535,304161.75626113394
2536,235363.85006036473
2537,236928.43350021273
2538,181482.75897656044
2539,188292.3652761763
2540,179494.25825897104
2541,180674.52498677568
2542,166081.07777121736
2543,125270.2617094777
2544,125972.97947028544
2545,137086.89113418196
2546,130269.4225194572
2547,138081.6895915529
2548,155720.06432893002
2549,156425.4929296275
2550,747951.4646827913
2551,136854.58342736913
2552,132339.2739505257
2553,76059.78292495805
2554,97949.58523089535
2555,116985.28698340882
2556,100644.39360252293
2557,107686.22254900463
2558,147868.72041459326
2559,142005.65067971603
2560,149256.99330886302
2561,140661.4871474565
2562,134800.28004303892
2563,148152.3702736073
2564,202082.72931009764
2565,141100.5579142246
2566,159827.97774263425
2567,139438.2851168197
2568,198065.54761454946
2569,226123.97374264916
2570,117335.81108184712
2571,188073.80904469796
2572,146152.3843293407
2573,226353.46620099188
2574,298215.6682357121
2575,129370.45361190113
2576,121612.51457074076
2577,147471.3976238508
2578,82838.72740206598
2579,63744.82309288113
2580,106689.73580943169
2581,105627.61956761766
2582,109827.55636997653
2583,283025.9612307878
2584,179128.319037863
2585,187562.19397653727
2586,223705.78666934324
2587,197010.41421160387
2588,141951.73547418517
2589,152302.2728762135
2590,207039.38683724255
2591,219802.33390830364
2592,215765.45837710696
2593,255051.71659647833
2594,179460.36163789223
2595,201723.03609275902
2596,301439.46225289535
2597,188064.57973910152
2598,278755.44437218696
2599,328676.8049956808
2600,159517.08374155711
2601,149421.8031149673
2602,83786.33506420434
2603,94316.26257003602
2604,87684.85834258169
2605,79175.08231065466
2606,150818.1052270721
2607,198879.85403480657
2608,210921.5737659618
2609,168980.7418779073
2610,110277.76925350718
2611,121037.63438301689
2612,156520.56429549918
2613,129174.89761560613
2614,123757.60429187317
2615,157281.9870683768
2616,145592.5115413352
2617,183980.32902563625
2618,204207.7133238054
2619,198400.9035205845
2620,184656.63345102232
2621,176189.9847020587
2622,184737.38906290074
2623,246481.11183178553
2624,312950.1957655796
2625,299517.9342598684
2626,174062.73227021465
2627,164161.36793398642
2628,478055.67597857217
2629,508356.7291978731
2630,356399.6751822238
2631,485511.3412844735
2632,433468.05252543977
2633,304040.50603481504
2634,428004.33871352405
2635,160688.9266852666
2636,174257.98209935304
2637,180528.8578529869
2638,260250.69566644263
2639,185171.92821062828
2640,152884.26408926703
2641,104282.17747895925
2642,192302.07386565447
2643,102471.56347731587
2644,122967.77743356743
2645,107148.25770845458
2646,94821.76822814578
2647,103307.06160154191
2648,144195.0521766682
2649,147853.80826260077
2650,134784.51880689122
2651,139462.26655753743
2652,407353.95532776596
2653,247934.9407287579
2654,249038.45778026135
2655,399794.8726010569
2656,316338.46772607346
2657,352326.3734915878
2658,306571.88578048896
2659,297172.78481811204
2660,359564.79447757243
2661,348749.10046605323
2662,362409.1957159351
2663,281195.8042531014
2664,271896.9876832969
2665,320735.26434111013
2666,283265.59946159745
2667,169281.12749043872
2668,177856.28732561046
2669,184989.75586638344
2670,276250.0608195351
2671,185191.52286127605
2672,196268.3994836297
2673,205335.93440701254
2674,200726.65889794164
2675,167127.05343558546
2676,191455.4638348419
2677,199280.43452761855
2678,248326.6896576964
2679,274825.76903345296
2680,280847.698001599
2681,408378.6125132218
2682,326210.6119495382
2683,506796.1853357485
2684,310554.24651048717
2685,328488.71986409836
2686,254266.03326258436
2687,319164.31716076203
2688,210556.09549120412
2689,204035.756419873
2690,448302.12111873506
2691,190848.2976371597
2692,135365.54961738162
2693,198736.91140828896
2694,137294.48372830014
2695,193869.93375291183
2696,184607.17781798233
2697,190663.29379279935
2698,193675.09681386015
2699,176015.16515289666
2700,156454.79823219668
2701,150135.91919412964
2702,109750.58310432573
2703,124068.62421656572
2704,140341.50644167684
2705,118150.45570327758
2706,112326.99308032924
2707,124124.88842684889
2708,134390.51355844605
2709,106046.38883342005
2710,126182.37027124593
2711,291029.0779460899
2712,389136.09465821204
2713,170317.19319549316
2714,149484.5782446208
2715,172502.9222337064
2716,143698.1181489177
2717,190350.74102960835
2718,222334.89030676533
2719,156600.92000525104
2720,170806.59040249232
2721,134516.71969464116
2722,159133.92919630074
2723,140868.25220265862
2724,125038.36475935043
2725,131503.92113016083
2726,151464.2005702955
2727,176421.13606033192
2728,178852.73099323642
2729,149204.0064279765
2730,147979.64955507114
2731,130292.3030483834
2732,132367.03466543392
2733,158085.81961325894
